ParishID,Saturday,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday
132,"{'Vigil': ['5:00 PM', '6:30 PM'], 'Regular': '7:00 AM'}","7:00 AM, 8:15 AM, 9:30 AM, 10:45 AM, 12:15 PM, 6:00 PM",7:00 AM,7:00 AM,7:00 AM,7:00 AM,7:00 AM
133,"8:45 AM, 5:00 PM","8:00 AM, 11:00 AM",8:45 AM,8:45 AM,8:45 AM,8:45 AM,8:45 AM
134,6:00 PM,"8:00 AM, 10:30 AM, 12:00 PM",NA,NA,NA,NA,NA
135,"8:00 AM St. Johns English, Saturday Vigil Masses","8:00 AM St. Marys English, 9:00 AM St. Marys Español, 10:00 AM Libera English, 10:15 AM St. Johns Croatian, 11:00 AM St. Marys English, 12:00 PM Libera Español, 12:30 PM St. Marys Espanol, 2:00 PM St. Johns Español, 6:00 PM St. Marys Español","7:30 AM St. Johns English, 8:00 AM St. Marys English, 9:00 AM Libera Español, 7:00 PM St. Marys Español","7:30 AM St. Johns English, 8:00 AM St. Marys English, 9:00 AM Libera Español, 7:00 PM St. Marys Español","7:30 AM St. Johns English, 8:00 AM St. Marys English, 9:00 AM Libera Español, 7:00 PM St. Marys Español","7:30 AM St. Johns English, 8:00 AM St. Marys English, 9:00 AM Libera Español, 7:00 PM St. Marys Español, 4:30 PM St. Johns English, 6:00 PM Libera Español, 6:00 PM St. Marys English, 7:00 PM St. Johns Español","7:30 AM St. Johns English, 8:00 AM St. Marys English, 9:00 AM Libera Español, 7:00 PM St. Marys Español"
136,"5:00 PM, 6:30 PM, 3:45 PM","12:00 PM, 10:00 AM, 8:30 AM, 10:30 AM, 1:30 PM, 5:00 PM, 11:00 AM, 10:45 AM","8:30 AM, 7:00 PM","8:30 AM, 7:00 PM","8:30 AM, 7:00 PM","8:30 AM, 7:00 PM","8:30 AM, 7:00 PM"
137,"8:30 AM, 5:00 PM","7:30 AM, 9:00 AM, 11:30 AM","7:00 AM, 8:30 AM","7:00 AM, 8:30 AM","7:00 AM, 8:30 AM","7:00 AM, 8:30 AM","7:00 AM, 8:30 AM"
138,9:00 AM,"7:30 AM, 9:00 AM, 11:00 AM (High Mass)",9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM
139,5:30 PM,"7:30 AM, 9:30 AM, 11:30 AM",8:30 AM,8:30 AM,8:30 AM,8:30 AM,8:30 AM
140,"9:00 AM, 5:00 PM","8:00 AM, 10:00 AM, 12:00 PM, 6:00 PM",9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM
141,"8:30 AM, 5:30 PM (livestreamed)","10:00 AM (LiveStreamed), 12:00 PM, 5:00 PM",8:30 AM,8:30 AM,8:30 AM,8:30 AM,8:30 AM
142,"{'Eve': ['5:30 PM', '8:00 PM (Neocatechumenal Way Eucharist)']}","8:30 AM, 10:30 AM",8:30 AM,8:30 AM,8:30 AM,8:30 AM,8:30 AM
143,5:30 PM,"8:00 AM, 9:30 AM, 11:00 AM",NA,NA,NA,NA,NA
144,8:45 AM,"7:30 AM, 10:00 AM, 5:00 PM","12:15 PM, 5:00 PM","12:15 PM, 5:00 PM","12:15 PM, 5:00 PM","12:15 PM, 5:00 PM","12:15 PM, 5:00 PM"
145,NA,NA,NA,NA,NA,NA,NA
146,7:00 PM,9:00 AM,NA,5:30 PM,NA,NA,9:00 AM
147,4:30 PM,"{'Regular': '9:00 AM', 'Ordinariate': '11:00 AM'}",NA,NA,9:00 AM,NA,NA
148,4:00 PM,9:00 AM,NA,NA,9:00 AM,NA,NA
149,"{'Vigil': '5:00 PM', 'Morning': '8:00 AM'}","8:00 AM, 10:30 AM, 6:00 PM",NA,6:00 PM,8:00 AM,8:00 AM,8:00 AM
150,5:30 PM,"8:00 AM, 10:00 AM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM
151,6:30 PM,"9:30 AM, 12:00 PM",NA,NA,NA,NA,NA
152,5:30 PM,"8:00 AM, 9:30 AM, 11:15 AM",5:30 PM,5:30 PM,5:30 PM,5:30 PM,8:00 AM
153,NA,9:00 AM,NA,NA,NA,6:00 PM,NA
154,5:00 PM,"8:00 AM, 10:30 AM",No Mass,5:30 PM,8:30 AM,5:30 PM,8:30 AM
155,5:00 PM,11:00 AM,NA,NA,NA,4:30 PM,NA
156,"4:00 PM, 6:00 PM","8:00 AM, 10:00 AM, 12:00 PM (Hispanic)",Noon Prayer and Communion Service,5:30 PM,"8:30 AM Shawe High School Mass, Noon Pope John School Mass",Noon,Noon
157,NA,NA,NA,NA,NA,NA,NA
158,"{'Mass': '5:00 PM', 'Confession': '4:00 PM - 4:30 PM', 'Adoration': '4:00 PM', 'Rosary': '4:10 PM'}","{'Mass': '9:00 AM', 'Confession': '8:00 AM - 8:30 AM', 'Adoration': '8:00 AM', 'Rosary': '8:10 AM'}",6:30 AM,6:30 AM,6:30 AM,6:30 AM,6:30 AM - Communion Service
159,"4:00 PM, 6:00 PM","8:00 AM, 10:00 AM, 12:00 PM",Noon Prayer and Communion Service,5:30 PM,"8:30 AM, Noon",Noon,Noon
160,5:30 PM,"8:00 AM, 10:00 AM, 12:30 PM (Bilingual), 5:00 PM (Bilingual)",NA,5:30 PM,8:45 AM,5:30 PM (Bilingual),8:45 AM
161,4:00 PM,9:00 AM,NA,9:30 AM,NA,9:30 AM,NA
162,4:30 PM,9:30 AM,NA,8:30 AM,NA,8:30 AM,NA
163,NA,NA,NA,NA,NA,NA,NA
164,NA,NA,NA,NA,NA,NA,NA
165,NA,NA,NA,NA,NA,NA,NA
166,5:00 PM,"7:00 AM, 9:00 AM, 11:00 AM, 1:30 PM (Chin Mass)",8:30 AM,8:30 AM,8:30 AM,8:30 AM,8:30 AM
167,NA,NA,NA,NA,NA,NA,7:15 AM
168,5:00 PM,"8:00 AM at Enochsburg, 10:00 AM at St. Maurice",NA,NA,8:00 AM,8:00 AM,8:00 AM
169,"{'Mass': '4:00 PM', 'Confession': '3:30 PM - 3:50 PM'}","8:00 AM, 10:00 AM, 12:00 PM",8:30 AM,5:30 PM,8:30 AM,5:30 PM,8:30 AM
170,NA,NA,NA,NA,NA,NA,NA
171,NA,9:00 AM,NA,4:30 PM,NA,6:00 PM,NA
172,5:30 PM,10:30 AM,NA,8:30 AM,6:00 PM,8:30 AM,NA
173,"4:00 PM (Eng), 7:00 PM (Spa)","10:00 AM (Bil), 12:00 PM (Spa)",8:30 AM,8:30 AM,"10:00 AM (Bil), 12:00 PM (Spa)",8:30 AM,8:30 AM
174,4:30 PM,"8:30 AM, 11:15 AM",12:00 PM,6:00 PM,8:30 AM,8:30 AM,12:00 PM
175,"{'Confession': '4:30 PM', 'Mass': '5:00 PM'}","{'Confession': ['7:00 AM', '8:45 AM'], 'Mass': ['7:30 AM', '9:15 AM', '11:00 AM (St. Jude, Spencer)']}","{'Confession': '8:00 AM', 'Mass': '8:30 AM'}","{'Confession': '5:00 PM', 'Mass': '5:30 PM'}","{'Confession': '5:30 PM (St. Jude, Spencer)', 'Mass': '6:00 PM (St. Jude, Spencer)'}","{'Confession': '5:00 PM', 'Mass': '5:30 PM'}","{'Confession': 'NA', 'Mass': 'NA'}"
176,NA,"8:00 AM, 10:30 AM, 7:00 PM",NA,NA,NA,NA,NA
177,4:00 PM,"11:00 AM, 9:00 AM (Vietnamese), 1:00 PM (Vietnamese)",9:00 AM,5:45 PM,5:45 PM,5:45 PM,5:45 PM
178,NA,NA,NA,NA,NA,NA,NA
179,"{'Confession': '4:30 PM', 'Mass': '5:00 PM'}","{'Confession': ['7:00 AM', '8:45 AM'], 'Mass': ['7:30 AM', '9:15 AM', '11:00 AM (St. Jude, Spencer)']}","{'Confession': '8:00 AM', 'Mass': '8:30 AM'}","{'Confession': '5:00 PM', 'Mass': '5:30 PM'}","{'Confession': '5:30 PM (St. Jude, Spencer)', 'Mass': '6:00 PM (St. Jude, Spencer)'}","{'Confession': '5:00 PM', 'Mass': '5:30 PM'}","{'Confession': 'NA', 'Mass': 'NA'}"
180,5:30 PM,9:15 AM,NA,8:45 AM,8:45 AM,8:45 AM,8:45 AM
181,4:30 PM,"7:30 AM, 10:30 AM",NA,6:15 PM,8:15 AM,8:15 AM,8:15 AM
182,4:00 PM,"11:00 AM, 1:00 PM—Misa en Español",NA,NA,NA,9:00 AM,"9:00 AM (Except third Thursday, Mass at 11:00 AM)"
183,5:00 PM,10:00 AM,8:00 AM,NA,5:00 PM,8:00 AM,8:00 AM
184,4:00 PM,10:00 AM,NA,8:15 AM,12:00 PM,8:15 AM,NA
185,4:30 PM,8:00 AM & 10:00 AM,NA,NA,NA,NA,NA
186,NA,NA,NA,NA,NA,NA,NA
187,4:00 PM,"{'English': '10:00 AM', 'Spanish': '12:00 PM'}",NA,8:15 AM,12:05 PM,8:15 AM,12:05 PM
188,NA,NA,NA,NA,NA,NA,NA
189,5:00 PM,"7:30 AM, 9:30 AM, 11:30 AM",8:30 AM,8:30 AM,"8:30 AM, 6:00 PM",8:30 AM,NA
190,"8:00 AM St. Michael (1st Saturday), 4:00 PM St. Michael, 5:30 PM St. Peter","7:30 AM St. Michael, 9:00 AM St. Peter, 10:30 AM St. Michael (Live Stream), 8:30 AM St. Michael (from additional sources)",NA,8:35 AM St. Michael,"7:30 AM HGA Oratory, 6:00 PM St. Peter","8:35 AM St. Michael, 8:35 AM HGA Oratory (1st Thursday), 6:00 PM (1st Thursday)",7:30 AM St. Michael
191,"4:00 PM, 6:00 PM at St. Thomas, Fortville","8:30 AM, 11:00 AM",NA,6:00 PM,6:00 PM,"12:00 PM at St. Thomas, Fortville",8:30 AM
192,"{'Anticipation': '5:00 PM', 'Spanish': '11:30 AM'}","8:00 AM, 10:30 AM, 1:00 PM (Spanish), 3:00 PM (Spanish), 5:00 PM (French, 2nd Sunday of each month)",9:00 AM,6:00 PM,"9:00 AM, 6:00 PM",6:00 PM,9:00 AM
193,4:30 PM,"8:30 AM, 10:30 AM, 12:30 PM, 5:30 PM, 9:00 PM",12:15 PM,9:00 PM,12:15 PM,9:00 PM,12:15 PM
194,5:00 PM,11:00 AM,"11:45 AM, 5:00 PM",NA,11:45 AM,5:30 PM,NA
195,NA,"10:00 A.M., 2:00 P.M. (4th Sunday of the month - Filipino Mass)",NA,NA,NA,NA,NA
196,8:00 AM,10:30 AM,8:00 AM,8:00 AM,12:00 PM,8:00 AM,6:30 PM
197,"5:00 PM, First Saturday of the Month 9:00 AM, Holyday Vigil: 6:30 PM, Holydays: 9:00 AM and 6:30 PM","8:00 AM, 9:30 AM, 11:00 AM, Syro-Malabar Mass 1st Sunday of the Month 12:45 PM, Burmese Mass 3rd Sunday of the Month 1:00 PM",NA,9:00 AM,9:00 AM,9:00 AM,9:00 AM
198,5:30 PM,"7:30 AM, 9:15 AM, 11:30 AM",NA,7:30 AM,6:00 PM,8:45 AM,7:30 AM
199,5:30 PM,9:15 AM,NA,8:45 AM,8:45 AM,8:45 AM,8:45 AM
200,5:00 PM,"9:30 AM, 10:30 AM, 6:00 PM",NA,NA,NA,NA,NA
201,5:30 PM,"8:00 AM, 10:30 AM",NA,5:30 PM,8:15 AM,8:15 AM,8:15 AM
202,5:30 PM,10:45 AM,NA,NA,9:30 AM,NA,9:30 AM
203,6:00 PM,NA,6:00 PM,NA,NA,12:00 PM,NA
204,"8:30 AM, 4:00 PM","8:00 AM, 10:00 AM, 10:30 AM, 12:15 PM, 5:00 PM",NA,NA,NA,NA,NA
205,4:00 PM,"8:00 AM, 10:00 AM, 12:30 PM (Spanish), 5:00 PM",12:10 PM,12:10 PM,12:10 PM,12:10 PM,12:10 PM
206,8:10 AM,"4:00 PM, 7:30 AM, 9:00 AM, 10:30 AM, 12:00 PM, 4:00 PM, 5:30 PM, 1:30 PM","6:45 AM, 8:10 AM, 12:10 PM","6:45 AM, 8:10 AM, 12:10 PM, 7:15 AM","6:45 AM, 8:10 AM, 12:10 PM, 1:00 PM","6:45 AM, 8:10 AM, 12:10 PM, 7:00 PM, 7:15 AM","6:45 AM, 8:10 AM, 12:10 PM"
207,5:00 PM,"7:30 AM, 9:00 AM, 11:30 AM",9:00 AM,9:00 AM,6:15 PM,9:00 AM,9:00 AM
208,"{'English': '4:00 PM', 'Spanish': '7:00 PM'}","7:00 AM, 9:00 AM, 11:00 AM, 1:00 PM",NA,NA,7:00 PM,7:00 PM,7:00 PM
209,"5:00 PM, 7:00 PM","8:00 AM, 10:00 AM, 12:00 PM, 2:00 PM",7:00 PM,NA,7:00 PM,NA,7:00 PM
210,"4:30 PM Mystery of Repentance, 5:30 PM Vigil Divine Liturgy","9:00 AM – 9:30 AM Mystery of Repentance, 10:00 AM Divine Liturgy (Livestreamed)",NA,NA,NA,NA,NA
211,"4:00 PM, 6:00 PM Spanish","9:00 AM, 11:00 AM, 1:00 PM Spanish",8:00 AM,7:00 PM Spanish,8:00 AM,NA,5:00 PM
212,NA,NA,NA,NA,NA,NA,NA
213,"{'Daily': '9:00 AM', 'Weekend': '5:00 PM'}","8:30 AM, 10:30 AM, 12:00 PM, 1:00 PM (Spanish), 5:00 PM",9:00 AM,9:00 AM,"{'English': '9:00 AM', 'Spanish': '7:00 PM'}",9:00 AM,9:00 AM
214,NA,NA,NA,NA,NA,NA,NA
215,{'Chinese': '10:00 AM'},"{'Chinese': '10:30 AM', 'English': '2:00 PM'}",{'English': '12:00 PM'},{'English': '12:00 PM'},{'Chinese': '12:00 PM'},{'English': 'NA'},{'English': '7:00 PM'}
216,"8:30 AM, 5:00 PM","7:00 AM (Español), 8:30 AM, 10:00 AM, 11:30 AM, 1:00 PM (Español), 5:30 PM","8:30 AM, 6:00 PM","8:30 AM, 6:00 PM","8:30 AM, 6:00 PM","8:30 AM, 6:00 PM","8:30 AM, 6:00 PM"
217,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,NA,NA,NA,NA,NA
219,NA,NA,NA,NA,NA,NA,NA
220,NA,"5:30 PM, 8:00 AM, 10:00 AM, 11:45 AM",NA,NA,NA,NA,NA
221,5:00 PM,"8:30 AM, 9:00 AM, 11:00 AM, 5:00 PM",8:30 AM,12:00 PM,12:00 PM,12:00 PM,12:00 PM
222,4:30 PM,11:00 AM,NA,NA,12:15 PM,NA,NA
223,"{'Vespers': '4:00 PM', 'Vigil': '5:00 PM'}","{'English': '9:00 AM', 'Ukrainian': '10:30 AM'}",8:30 AM,8:30 AM,8:30 AM,8:30 AM,8:30 AM
224,5:00 PM,"8:00 AM, 10:00 AM, 12:00 PM, 2:00 PM, 5:00 PM",NA,7:00 PM,7:00 PM,7:00 PM,7:00 PM
225,"4:30 PM, 5:00 PM","8:00 AM, 10:30 AM",NA,NA,NA,NA,NA
226,"9:00 AM (Daily Mass), 5:00 PM (Vigil Mass)","7:30 AM (English), 9:00 AM (English), 11:30 AM (English), 5:30 PM (English), 1:30 PM (Indonesian), 3:30 PM (Spanish)",NA,NA,NA,NA,NA
227,5:30 PM,9:00 AM,8:30 AM,8:30 AM,8:30 AM,8:30 AM,NA
228,NA,NA,NA,NA,NA,NA,NA
229,"4:00 PM, 9:00 AM, 5:00 PM","7:30 AM, 9:30 AM, 12:00 PM, 2:30 PM (esp), 5:00 PM",9:00 AM,9:00 AM,"9:00 AM, 7:00 PM (eng)",9:00 AM,"9:00 AM, 7:00 PM (esp)"
230,5:30 PM,"9:00 AM, 11:30 AM (Spanish)",9:00 AM,9:00 AM,9:00 AM,NA,9:00 AM
231,5:00 PM,"8:30 AM, 11:00 AM, 4:00 PM (College Student Mass)",12:10 PM,NA,12:10 PM,NA,12:10 PM
232,NA,9:00 AM,NA,NA,NA,NA,NA
233,NA,"8:00 AM, 9:30 AM, 11:00 AM",NA,12:00 PM,7:00 AM,12:00 PM,12:00 PM
234,NA,11:15 AM - 12:30 PM,NA,NA,NA,NA,NA
235,6:00 PM,7:30 AM | 10:00 AM | 11:45 AM,NA,7:30 PM,10:00 AM,7:30 PM,10:00 AM
236,NA,NA,NA,NA,NA,NA,NA
237,5:00 PM,9:00 AM and 12:00 PM,9:00 AM,12:15 PM,12:15 PM,NA,9:00 AM
238,"{'Regular': '9:00 AM', 'Vigil': '4:00 PM'}",11:00 AM,9:00 AM,9:00 AM,9:00 AM,NA,7:00 PM
239,NA,9:00 AM,NA,NA,NA,NA,NA
240,NA,NA,NA,NA,NA,NA,NA
241,"5:00 PM, 9:00 AM","7:15 AM, 8:45 AM, 10:45 AM (Live Streamed), 12:30 PM, 5:00 PM (Teen Mass), 7:00 PM (Spanish - Live Streamed), 8:00 AM, 10:00 AM, 12:00 PM","9:00 AM (Live Streamed), 12:10 PM","9:00 AM (Live Streamed), 12:10 PM, 7:00 PM (Spanish)","9:00 AM (Live Streamed), 7:00 PM","9:00 AM (Live Streamed), 12:10 PM","9:00 AM (Live Streamed), 12:10 PM"
242,Please see weekly bulletin,"8:00 AM (Spanish), 10:30 AM (English), 1:00 PM (Spanish)",12:00 PM (English),NO Mass,6:00 PM (Spanish),9:00 AM (English),12:00 PM (English)
243,"5:00 PM, 7:00 PM (Spanish)","7:00 AM, 9:00 AM, 11:00 AM, 12:30 PM, 2:00 PM (Spanish), 5:00 PM",8:30 AM,"8:30 AM, 6:00 PM","8:30 AM, 7:00 PM (Spanish)","8:30 AM, 6:00 PM","8:30 AM, 6:00 PM"
244,"9:00 AM, 5:00 PM","7:30 AM, 9:00 AM, 11:00 AM, 1:00 PM, 5:00 PM","6:30 AM, 9:00 AM","6:30 AM, 9:00 AM","6:30 AM, 9:00 AM","6:30 AM, 9:00 AM","6:30 AM, 9:00 AM"
245,4:00 PM,"{'Spanish': '8:00 AM', 'English': '10:00 AM'}",10:00 AM,6:30 PM,10:00 AM,10:00 AM,10:00 AM
246,"8:30 AM, 4:30 PM","7:30 AM, 10:00 AM, 12:15 PM, 2:00 PM Español, 4:30 PM","6:45 AM, 9:00 AM","6:45 AM, 9:00 AM","6:45 AM, 9:00 AM","6:45 AM, 9:00 AM","6:45 AM, 9:00 AM"
247,4:30 PM,"8:00 AM, 10:30 AM, 12:30 PM (Español), 5:00 PM",9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM
248,"5:00 PM, 7:00 PM","8:00 AM, 10:00 AM, 12:00 PM",12:15 PM,12:15 PM,12:15 PM,12:15 PM,"12:15 PM, 7:00 PM"
249,"7:00 AM, 9:00 AM","8:00 AM Low Mass, 10:30 AM High Mass, 1:00 PM Low Mass","6:30 AM, 8:00 AM","6:30 AM, 8:00 AM","6:30 AM, 8:00 AM","6:30 AM, 8:00 AM","6:30 AM, 7:00 PM"
250,5:00 PM,"8:00 AM, 10:30 AM",9:00 AM,9:00 AM,9:00 AM,NA,9:00 AM
251,NA,"4:00 PM, 8:00 AM, 10:00 AM, 12:30 PM",9:00 AM,9:00 AM,9:00 AM,9:00 AM,NA
252,"9:00 AM (Bilingual English and Spanish), 5:00 PM (English)",10:00 AM (Bilingual English and Spanish),"9:00 AM, 6:00 PM",NA,7:00 PM,7:00 PM (Spanish),"9:00 AM (English), 6:00 PM (English)"
253,NA,NA,NA,NA,NA,NA,NA
254,4:00 PM,"8:30 AM, 11:00 AM, 5:00 PM",8:30 AM,8:30 AM,"8:30 AM, 6:30 PM",8:30 AM,8:30 AM
255,"{'Confessions': '5:30 PM', 'Great Vespers': '6:00 PM'}","{'Orthros': '10:00 AM', 'Divine Liturgy': '10:30 AM'}",NA,NA,{'Paraklesis Service': '7:00 PM'},NA,NA
256,"4:30 PM (English), 6:00 PM (Español)","7:00 AM (Spanish), 9:00 AM (Spanish), 11:00 AM (Spanish), 1:00 PM (Spanish), 3:00 PM (Spanish), 5:00 PM (Spanish)",NA,"8:00 AM (Spanish), 9:00 AM (English)","8:00 AM (Spanish), 9:00 AM (English)","8:00 AM (Spanish), 9:00 AM (English), 6:00 PM (Spanish)","8:00 AM (Spanish), 9:00 AM (English), 6:00 PM (Spanish)"
257,4:00 PM,"9:00 AM, 12:00 PM Spanish, 4:00 PM Spanish",NA,NA,7:00 PM Spanish,NA,NA
258,NA,NA,NA,NA,NA,NA,NA
259,"5:30 PM, 7:30 PM (Spanish)","8:00 AM, 9:30 AM (Spanish), 11:00 AM, 2:00 PM (Spanish), 5:00 PM",8:00 AM,8:00 AM,"8:00 AM, 6:30 PM (Spanish)",8:00 AM,8:00 AM
260,"5:30 PM (English), 7:30 PM (Spanish), 9:00 AM (English)","7:30 AM (Spanish), 9:30 AM (English), 11:30 AM (Spanish), 2:00 PM (Spanish), 6:00 PM (Spanish)","9:00 AM (English), 7:30 PM (Spanish)",9:00 AM (English),"9:00 AM (English), 7:30 PM (Spanish)",9:00 AM (English),"9:00 AM (English), 7:30 PM (Spanish)"
261,"5:00 PM Vigil, 7:00 PM Vigilia","7:00 AM, 9:00 AM, 11:00 AM, 1:00 PM Misa en Español, 3:00 PM Misa en Español, 5:30 PM Life Teen Mass",NA,NA,NA,NA,NA
262,"8:30 AM, 5:00 PM","7:30 AM, 8:30 AM, 10:00 AM, 11:30 AM, 1:00 PM Spanish, 5:00 PM, 6:30 PM Brazilian Mass","7:30 AM, 12:00 PM","7:30 AM, 12:00 PM","7:30 AM, 12:00 PM","7:30 AM, 12:00 PM","7:30 AM, 12:00 PM"
263,5:00 PM,"8:00 AM, 10:00 AM, 12:30 PM, 2:30 PM (Spanish), 5:00 PM (Spanish)",NA,NA,NA,NA,NA
264,5:00 PM,"8:00 AM, 10:45 AM, 7:15 AM, 10:00 AM",8:00 AM,8:00 AM,6:00 PM,8:00 AM,12:00 PM
265,5:30 PM,"8:30 AM, 11:00 AM, 1:00 PM (Polish Mass), 4:00 PM (French/Creole Mass)",8:30 AM,8:30 AM,5:30 PM,8:30 AM,8:30 AM
266,"4:00 PM Vigil at St. Mark’s, 6:00 PM at St. Mark’s (NCW), 6:00 PM Vigil at St. Dominic’s (Spanish), 7:30 PM at St. Dominic’s (NCW)","9:00 AM at St. Mark’s, 11:00 AM at St. Mark’s (Spanish)",NA,"9:00 AM at St. Mark’s, 6:00 PM at St. Dominic’s (Spanish)",9:00 AM at St. Mark’s,6:30 PM at St. Mark’s (Spanish),9:00 AM at St. Mark’s
267,"4:00 PM English, 5:45 PM Español","9:00 AM English, 10:30 AM English (choir), 12:30 PM Español, 2:30 PM Español",12:00 PM,12:00 PM,2:00 PM @ St. Mary's School,12:00 PM,"12:00 PM English, 7:00 PM Español"
268,5:00 PM,"8:30 AM (Divine Mercy Chaplet @8 AM), 12:00 PM Vietnamese",6:00 PM Bilingual,9:00 AM,6:00 PM Bilingual,9:00 AM,9:00 AM
269,5:00 PM,"9:00 AM, 12:00 PM",9:30 AM,9:30 AM (Communion Service),7:00 PM,9:30 AM,9:30 AM
270,NA,NA,NA,NA,NA,NA,NA
271,"4:30 PM English, 6:30 PM Spanish","7:30 AM English, 9:00 AM Spanish, 11:00 AM English, 1:00 PM Spanish, 3:00 PM Vietnamese, 5:00 PM Youth Mass Bi-lingual",12:00 PM English,12:00 PM English,12:00 PM English,"9:00 AM English, 6:00 PM Spanish",9:00 AM English
272,"9:00 AM, 4:00 PM","8:00 AM, 10:45 AM, 12:45 PM, 4:00 PM","9:00 AM, 6:30 PM","9:00 AM, 6:30 PM","6:30 AM, 9:00 AM","6:30 AM, 9:00 AM","6:30 AM, 9:00 AM"
273,5:00 PM,"8:00 AM, 9:30 AM, 11:15 AM, 1:15 PM in Spanish, 5:00 PM","{'Monday': '9:00 AM', 'Tuesday': '9:00 AM', 'Wednesday': ['9:00 AM', '7:30 PM in Spanish'], 'Thursday': '9:00 AM', 'Friday': '9:00 AM', 'Saturday': '9:00 AM'}","{'Monday': '9:00 AM', 'Tuesday': '9:00 AM', 'Wednesday': ['9:00 AM', '7:30 PM in Spanish'], 'Thursday': '9:00 AM', 'Friday': '9:00 AM', 'Saturday': '9:00 AM'}","{'Monday': '9:00 AM', 'Tuesday': '9:00 AM', 'Wednesday': ['9:00 AM', '7:30 PM in Spanish'], 'Thursday': '9:00 AM', 'Friday': '9:00 AM', 'Saturday': '9:00 AM'}","{'Monday': '9:00 AM', 'Tuesday': '9:00 AM', 'Wednesday': ['9:00 AM', '7:30 PM in Spanish'], 'Thursday': '9:00 AM', 'Friday': '9:00 AM', 'Saturday': '9:00 AM'}","{'Monday': '9:00 AM', 'Tuesday': '9:00 AM', 'Wednesday': ['9:00 AM', '7:30 PM in Spanish'], 'Thursday': '9:00 AM', 'Friday': '9:00 AM', 'Saturday': '9:00 AM'}"
274,"9:00 AM, 5:00 PM (Vigil), 6:00 AM","10:00 AM, 12:00 PM",9:00 AM,"9:00 AM, 7:00 PM","9:00 AM, 7:00 PM","9:00 AM, 7:00 PM",9:00 AM
275,5:00 PM,"8:00 AM, 10:00 AM, 12:30 PM","{'Tuesday': '12:15 PM', 'Wednesday': '7:00 PM', 'Thursday': '12:15 PM', 'Friday': '12:15 PM'}","{'Tuesday': '12:15 PM', 'Wednesday': '7:00 PM', 'Thursday': '12:15 PM', 'Friday': '12:15 PM'}","{'Tuesday': '12:15 PM', 'Wednesday': '7:00 PM', 'Thursday': '12:15 PM', 'Friday': '12:15 PM'}","{'Tuesday': '12:15 PM', 'Wednesday': '7:00 PM', 'Thursday': '12:15 PM', 'Friday': '12:15 PM'}","{'Tuesday': '12:15 PM', 'Wednesday': '7:00 PM', 'Thursday': '12:15 PM', 'Friday': '12:15 PM'}"
276,NA,NA,NA,NA,NA,NA,NA
277,4:30 PM,"7:30 AM, 9:00 AM, 10:45 AM, 12:15 PM, 5:00 PM","['6:45 AM', '8:30 AM', '12:00 PM on Friday', '8:30 AM on Saturday']","['6:45 AM', '8:30 AM', '12:00 PM on Friday', '8:30 AM on Saturday']","['6:45 AM', '8:30 AM', '12:00 PM on Friday', '8:30 AM on Saturday']","['6:45 AM', '8:30 AM', '12:00 PM on Friday', '8:30 AM on Saturday']","['6:45 AM', '8:30 AM', '12:00 PM on Friday', '8:30 AM on Saturday']"
278,5:30 PM,"{'English': '10:00 AM', 'Spanish': '12:30 PM'}",NA,NA,NA,NA,NA
279,NA,NA,NA,NA,NA,NA,NA
280,5:00 PM,"8:30 AM, 11:00 AM, 1:00 PM, 5:00 PM","8:30 AM, 6:30 PM",8:30 AM (Communion Service),"8:30 AM, 6:30 PM",8:30 AM,"8:30 AM, 11:30 AM"
281,"5:00 PM English, 7:00 PM Spanish","7:00 AM Spanish, 9:00 AM English, 11:00 AM English, 1:00 PM Spanish",9:00 AM English,9:00 AM English,9:00 AM English,9:00 AM English,9:00 AM English
282,"{'Vigil': {'English': ['5:00 PM'], 'Spanish': ['7:00 PM']}}","{'English': ['8:00 AM', '10:00 AM (Livestream)', '12:00 PM', '5:00 PM'], 'Spanish': ['2:00 PM (Livestream)']}","{'English': ['12:00 PM'], 'Spanish': ['7:00 PM (December 9)']}",{'English': ['12:00 PM']},"{'English': ['12:00 PM (Seniors Mass)'], 'Spanish': ['8:00 PM (December 11)']}","{'English': ['12:00 PM'], 'Spanish': ['7:00 PM']}",{'English': ['12:00 PM']}
283,4:30 PM,"7:45 AM, 9:30 AM, 11:30 AM, 5:00 PM",12:00 PM,12:00 PM,"9:00 AM, 7:00 PM",12:00 PM,12:00 PM
284,4:00 PM,"9:00 AM, 12:00 PM, 3:00 PM",NA,NA,NA,NA,NA
285,"{'Confessions': '4:30 PM', 'VigilMass': '5:00 PM'}","8:30 AM, 11:30 AM, 1:30 PM (Haitian Creole)",NA,NA,9:00 AM,NA,9:00 AM
286,9:00 AM - In Person,"8:30 AM, 10:00 AM, 11:00 AM - In Person / Online",NA,NA,12:10 PM - In Person,12:10 PM - In Person,"12:10 PM - In Person, 12:00 PM"
287,NA,"7:45 AM, 9:30 AM, 11:30 AM, 2:00 PM (Español), 5:00 PM",NA,6:30 PM (Español),6:30 PM,6:30 PM,NA
