ParishID,Adoration_Times,Saturday,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday
557,"{""Wednesday"": ""5:00 PM - 6:00 PM""}",,,,,5:00 PM - 6:00 PM,,
558,,,,,,,,
559,"{""Perpetual Adoration"": ""24/7"",""Exposition"": ""Tuesday after 8:15 AM Mass"",""Benediction"": ""Thursday at 9:00 PM""}",,,,8:15 AM,,8:15 AM,
560,6:30 PM \u2013 9:30 PM,,,,,,,
561,24 hours a day,,,,,,,
562,,,,,,,,
563,,,,,,,,
564,"{""Monday"": ""6:00 AM - 6:00 PM"",""Tuesday"": ""6:00 AM - 6:00 PM"",""Wednesday"": ""6:00 AM - 6:00 PM"",""Thursday"": ""6:00 AM - 6:00 PM"",""Friday"": ""6:00 AM - 6:00 PM""}",,,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM
565,,,,,,,,
566,"{""First Sunday of the Month"": ""1:00 PM""}",,1:00 PM,,,,,
567,"{""Description"": ""The Perpetual Adoration Chapel is open 24 hours/day. Adoration is for one hour on a weekly or monthly basis.""}",,,,,,,
568,"{""Wednesdays"": ""7:30 AM - 7:00 PM""}",,,,,7:30 AM - 7:00 PM,,
569,,,,,,,,
570,"{""Description"": ""The Perpetual Adoration Chapel is open 24 hours/day. Adoration is for one hour on a weekly or monthly basis.""}",,,,,,,
571,"{""First Friday"": [""7:00 PM - 10:00 PM"",""10:00 AM - 11:00 AM""]}",,,,,,,7:00 PM - 10:00 PM
572,"{""Thursday"": ""9:30 AM to 12:00 PM""}",,,,,,9:30 AM - 12:00 PM,
573,"{""Friday"": ""10:00 AM - 7:00 PM""}",,,,,,,10:00 AM - 7:00 PM
574,"{""St. Frances Xavier Cabrini"": {""Wednesdays"": ""Following the 9:00 AM Mass""},""St. John Nepomucene"": {""Wednesdays"": ""1:15 PM""}}",,,,,9:00 AM,,
575,,,,,,,,
576,"{""Wednesday"": ""7:00 PM""}",,,,,7:00 PM,,
577,Friday 6:00 AM to 1:00 PM,,,,,,,6:00 AM - 1:00 PM
578,,,,,,,,
579,,,,,,,,
580,"{""Tuesday"": ""7:00 PM - 8:00 PM"",""First Friday of the Month"": ""12:45 PM - 6:00 PM""}",,,,7:00 PM - 8:00 PM,,,7:00 PM - 8:00 PM
581,"{""Friday"": ""8:30 AM - 11:45 AM""}",,,,,,,8:30 AM - 11:45 AM
582,Perpetual Adoration available,,,,,,,
583,,,,,,,,
584,,,,,,,,
585,,,,,,,,
586,,,,,,,,
587,"{""Weekdays"": ""After 9:00 AM Mass until 12:00 PM"",""Special"": ""9:30 AM to 12:00 PM on December 9, 2024""}",,,,,,,
588,,,,,,,,
589,First Fridays after 8:00 AM Mass until 11:00 AM (September-June only),,,,,,,8:00 AM
590,,,,,,,,
591,"{""Holy Hour"": ""Wednesday 12:45 PM to 1:45 PM (OLV), Benediction 1:45 PM""}",,,,,12:45 PM - 1:45 PM,,
592,,,,,,,,
593,"{""Friday"": ""8:15 AM to 11:50 AM""}",,,,,,,8:15 AM - 11:50 AM
594,"{""1st Friday"": ""1:00 PM to 8:00 PM"",""1st Saturday"": ""4:00 PM to 5:00 PM""}",1:00 PM - 8:00 PM,,,,,,1:00 PM - 8:00 PM
595,,,,,,,,
596,"{""Regular"": ""11:00 AM - 12:00 PM Friday"",""Nocturnal"": ""8:15 PM - 5:00 AM, 1st and 3rd Saturday-Sunday of the month"",""Saturday"": {""Exposition"": ""8:15 PM"",""Benediction"": ""10:00 PM""},""Sunday"": {""Exposition"": ""4:00 AM"",""Benediction"": ""5:00 AM""}}",11:00 AM - 12:00 PM,11:00 AM - 12:00 PM,,,,,11:00 AM - 12:00 PM
597,"{""Monday through Friday"": ""1:45 PM - 2:45 PM"",""Monday Evenings"": ""7:00 PM - 8:00 PM"",""First Friday"": ""1:45 PM - 5:00 PM (Holy Hour begins after the 5:10 PM Mass)""}",,,1:45 PM - 2:45 PM,,,,1:45 PM - 2:45 PM
598,,,,,,,,
599,,,,,,,,
600,"{""1st Friday"": ""8:00 PM to 8:00 AM (Saturday)""}",8:00 PM - 8:00 AM,,,,,,8:00 PM - 8:00 AM
601,,,,,,,,
602,Perpetual Adoration,,,,,,,
603,"{""Friday"": ""9:30 AM to 6:00 PM""}",,,,,,,9:30 AM - 6:00 PM
604,,,,,,,,
605,,,,,,,,
606,"{""Monday - Saturday"": ""7:30 AM"",""Sunday"": ""4:00 PM"",""First Friday"": ""following the Mass at 6:00 PM""}",7:30 AM,7:30 AM,7:30 AM,,,,7:30 AM
607,,,,,,,,
608,,,,,,,,
609,,,,,,,,
610,,,,,,,,
611,,,,,,,,
612,,,,,,,,
613,Fridays 8:30 AM - 12:30 PM in the Chapel,,,,,,,8:30 AM - 12:30 PM
614,,,,,,,,
615,,,,,,,,
616,"{""Tuesday"": ""6:00 PM - 8:00 PM""}",,,,6:00 PM - 8:00 PM,,,
617,"{""Weekdays"": ""8:00 AM - 11:30 AM"",""Saturday"": ""Until 4:45 PM"",""Sunday"": ""Noon - 3:45 PM""}",8:00 AM - 11:30 AM,8:00 AM - 11:30 AM,,,,,
618,"{""Thursday"": ""9:00 AM - 9:00 PM""}",,,,,,9:00 AM - 9:00 PM,
619,,,,,,,,
620,"{""Sunday"": ""7:00 AM to 9:00 PM"",""Monday to Friday"": ""7:00 AM to 9:00 PM"",""Saturday"": ""7:00 AM to 9:00 PM""}",7:00 AM - 9:00 PM,7:00 AM - 9:00 PM,7:00 AM - 9:00 PM,,,,7:00 AM - 9:00 PM
621,,,,,,,,
622,,,,,,,,
623,,,,,,,,
624,"{""Sunday"": ""Afternoons""}",,,,,,,
625,"{""type"": ""Perpetual Adoration""}",,,,,,,
626,"{""December 6"": ""7:00 PM - 9:00 PM""}",,,,,,,
627,"{""Wednesday"": [""12:00 PM - 5:00 PM""],""Thursday"": [""12:00 PM - 5:00 PM""],""Friday"": [""12:00 PM - 5:00 PM""]}",,,,,12:00 PM - 5:00 PM,12:00 PM - 5:00 PM,12:00 PM - 5:00 PM
628,9:00 AM until Noon on Tuesdays & Fridays (Includes Exposition and Benediction Until Noon),,,,9:00 AM,,,9:00 AM
629,"{""Friday"": ""9:30 AM to 10:30 AM""}",,,,,,,9:30 AM - 10:30 AM
630,,,,,,,,
631,"{""Exposition"": ""Fridays after the 12:00 PM Mass until 3:00 PM"",""Divine Mercy Chaplet"": ""Every Friday at 3:00 PM"",""Vespers"": ""Fridays, 5:10 PM - 5:30 PM at St. Elizabeth of Hungary Chapel""}",,,,,,,12:00 PM - 5:30 PM
632,,,,,,,,
633,,,,,,,,
634,,,,,,,,
635,,,,,,,,
636,"{""Monday-Friday"": ""12:45 PM to 1:15 PM (Our Lady of Victory)"",""Wednesday"": ""12:45 PM to 1:45 PM (Our Lady of Victory)""}",,,12:45 PM,,12:45 PM,,12:45 PM
637,,,,,,,,
638,"{""Monday"": ""7:15 AM - 9:00 PM"",""Tuesday"": ""7:10 AM - 1:00 PM"",""Wednesday"": ""7:15 AM - 9:00 PM"",""Thursday"": ""7:10 AM - 1:00 PM"",""Friday"": ""7:15 AM - 8:00 PM"",""Saturday"": ""NA"",""Sunday"": ""NA""}",7:15 AM - 9:00 PM,7:15 AM - 9:00 PM,7:15 AM - 9:00 PM,7:15 AM - 9:00 PM,7:15 AM - 9:00 PM,7:15 AM - 9:00 PM,7:15 AM - 9:00 PM
639,,,,,,,,
640,"{""Thursday"": ""7:00 PM to 8:00 PM"",""First Friday"": ""10:00 AM to 7:00 PM (Benediction at 7:15 PM)""}",,,,,,7:00 PM - 8:00 PM,7:00 PM - 8:00 PM
641,"{""Tuesday"": ""3:00 PM \u2013 6:00 PM"",""Friday"": ""3:00 PM \u2013 6:00 PM""}",,,,3:00 PM,,,3:00 PM
642,,,,,,,,
643,"{""First Friday"": {""Exposition"": ""After 8:30 AM and 12:00 PM Masses"",""Concludes"": ""3:00 PM with Divine Mercy Holy Hour and Benediction""}}",,,,,,,8:30 AM
644,,,,,,,,
645,"{""St. Vincent Ferrer"": {""Wednesday"": {""Exposition"": ""6:30 PM"",""Preaching and Confessions"": ""7:00 PM"",""Compline and Benediction"": ""8:00 PM""}},""St. Catherine of Siena"": {""Thursday"": {""Holy Hour for the Sick"": ""5:15 PM"",""Evening Prayer with Preaching"": ""6:00 PM"",""Night Prayer, Benediction, and Visiting of the Altars"": ""7:00 PM""},""Sunday"": {""Eucharistic Adoration"": ""3:00 PM (Suspended until September 17)""}}}",,6:30 PM,,,6:30 PM,6:30 PM,
646,,,,,,,,
647,,,,,,,,
648,"{""First Friday"": ""8:00 AM - 7:00 PM"",""Wednesday"": ""7:30 AM - 8:30 AM during the school year""}",,,,,8:00 AM - 7:00 PM,,8:00 AM - 7:00 PM
649,"{""First Friday of the Month"": ""7:30 PM - 8:00 PM"",""Sunday"": ""9:00 AM""}",,7:30 PM - 8:00 PM,,,,,7:30 PM - 8:00 PM
650,"{""Thursday"": ""5:00 PM - 6:15 PM (Spanish)""}",,,,,,5:00 PM - 6:15 PM,
651,,,,,,,,
652,,,,,,,,
653,"{""1st Friday"": ""9:00 AM to 8:00 PM""}",,,,,,,9:00 AM - 8:00 PM
654,,,,,,,,
655,,,,,,,,
656,"{""Wednesdays"": ""12:30 PM to 8:00 PM"",""Fridays"": ""12:40 PM to 1:40 PM"",""First Saturday of the month"": ""8:30 AM to 9:30 AM"",""Fourth Friday of the month"": ""6:00 PM to 7:00 PM""}",12:30 PM - 8:00 PM,,,,12:30 PM - 8:00 PM,,12:30 PM - 8:00 PM
657,,,,,,,,
658,"{""Friday"": ""9:00 AM until Noon""}",,,,,,,9:00 AM
659,,,,,,,,
660,"{""Thursday"": [""8:30 AM - 5:30 PM""]}",,,,,,8:30 AM - 5:30 PM,
661,,,,,,,,
662,,,,,,,,
663,"24 hours a day, 7 days a week",,,,,,,
664,"{""Monday to Friday"": [""9:00 AM - 8:30 PM""]}",,,9:00 AM,,,,9:00 AM
665,,,,,,,,
666,,,,,,,,
667,,,,,,,,
668,"{""Monday-Friday"": ""8:00 AM - 9:00 AM"",""Wednesdays during the School Year"": ""All Day Adoration 8:00 AM - 7:30 PM"",""Daily"": ""All Day""}",,,8:00 AM,,8:00 AM,,8:00 AM
669,,,,,,,,
670,,,,,,,,
671,,,,,,,,
672,"{""Fridays"": ""9:00 AM - 6:30 PM""}",,,,,,,9:00 AM - 6:30 PM
673,"{""Wednesday"": [""12:45 PM - 5:00 PM""],""Friday"": [""12:45 PM - 5:00 PM""]}",,,,,12:45 PM - 5:00 PM,,12:45 PM - 5:00 PM
674,"{""Monday - Friday"": ""7:30 AM"",""First Friday of the month"": ""9:00 AM - 6:30 PM"",""Chaplet of Divine Mercy"": ""6:30 PM""}",,,7:30 AM,,,,7:30 AM
675,"{""Sunday"": ""NA"",""Monday"": ""NA"",""Tuesday"": ""NA"",""Wednesday"": ""9:00 AM to 6:45 PM"",""Thursday"": ""NA"",""Friday"": ""NA"",""Saturday"": ""NA""}",9:00 AM - 6:45 PM,9:00 AM - 6:45 PM,9:00 AM - 6:45 PM,9:00 AM - 6:45 PM,9:00 AM - 6:45 PM,9:00 AM - 6:45 PM,9:00 AM - 6:45 PM
676,"{""Wednesday"": ""Following the 8:30 AM Mass until 5:50 PM""}",,,,,8:30 AM,,
677,"{""Sunday"": ""9:30 AM to 10:20 AM"",""Thursday"": ""6:30 PM""}",,9:30 AM - 10:20 AM,,,,9:30 AM - 10:20 AM,
678,,,,,,,,
679,"{""Friday"": ""9:30 AM - 3:00 PM""}",,,,,,,9:30 AM - 3:00 PM
680,,,,,,,,
681,,,,,,,,
682,,,,,,,,
683,,,,,,,,
684,"{""Monday"": ""9:00 AM - 12:00 PM"",""Tuesday"": ""9:00 AM - 12:00 PM"",""Wednesday"": ""9:00 AM - 12:00 PM & 6:00 PM - 6:50 PM"",""Thursday"": ""9:00 AM - 7:00 PM"",""Friday"": ""9:00 AM - 12:00 PM""}",,,9:00 AM - 12:00 PM,9:00 AM - 12:00 PM,9:00 AM - 12:00 PM,9:00 AM - 12:00 PM,9:00 AM - 12:00 PM
685,"{""Monday"": ""8:00 AM to 11:59 PM"",""Tuesday"": ""12:00 AM to 11:59 PM"",""Wednesday"": ""12:00 AM to 11:59 PM"",""Thursday"": ""12:00 AM to 5:00 PM"",""Friday"": ""12:00 AM to 11:59 PM"",""Saturday"": ""12:00 AM to 8:00 AM""}",8:00 AM - 11:59 PM,,8:00 AM - 11:59 PM,8:00 AM - 11:59 PM,8:00 AM - 11:59 PM,8:00 AM - 11:59 PM,8:00 AM - 11:59 PM
686,"{""Eucharistic Adoration"": ""Thursday: 8:00 PM - 9:00 PM"",""Nocturnal Adoration"": ""First Friday of the month: 9:00 PM""}",,,,,,8:00 PM - 9:00 PM,8:00 PM - 9:00 PM
687,"{""Tuesday"": ""1:00 PM - 9:00 PM""}",,,,1:00 PM - 9:00 PM,,,
688,,,,,,,,
689,"{""First Friday"": ""7:30 AM to 12:00 PM""}",,,,,,,7:30 AM - 12:00 PM
690,First Thursday of every month at 8:00 PM,,,,,,8:00 PM,
691,,,,,,,,
692,"{""Special Event"": ""December 5th immediately following the 8:15 AM Mass until December 7th at 1:00 AM""}",,,,,,,
693,,,,,,,,
694,,,,,,,,
695,,,,,,,,
696,,,,,,,,
697,,,,,,,,
698,"{""Wednesday"": ""During Adoration and after daily Mass at 6:30 pm""}",,,,,,,
699,"{""Tuesdays"": ""Following Mass until 10:00 AM""}",,,,10:00 AM,,,
700,,,,,,,,
701,,,,,,,,
702,,,,,,,,
703,Saturdays 9:00 AM - 10:00 AM,9:00 AM - 10:00 AM,,,,,,
704,24/7 in the Chapel,,,,,,,
705,Wednesdays after 9:00 AM Mass,,,,,9:00 AM,,
706,"{""Monday-Friday"": ""6:00 AM - 9:00 PM"",""Saturday"": ""7:00 AM - 9:00 PM"",""Sunday"": ""7:00 AM - 9:00 PM""}",6:00 AM,6:00 AM,6:00 AM,,,,6:00 AM
707,,,,,,,,
708,Friday 6:00 PM - 8:00 PM,,,,,,,6:00 PM - 8:00 PM
709,"{""Eucharistic Adoration"": ""9:00 AM Friday to 8:00 AM Saturday""}",9:00 AM - 8:00 AM,,,,,,9:00 AM - 8:00 AM
710,"{""Friday"": ""12:00 PM"",""1st Friday"": ""12:00 PM on Saturday (overnight)""}",12:00 PM,,,,,,12:00 PM
711,Exposition of the Blessed Sacrament during hours of Confession,,,,,,,
712,"{""Monday"": ""10:30 AM - 1:30 PM"",""Tuesday"": ""10:30 AM - 1:30 PM"",""Wednesday"": ""8:30 AM - 1:30 PM"",""Friday"": ""8:30 AM - 1:30 PM"",""Thursday"": ""8:30 AM - 7:00 PM""}",,,10:30 AM - 1:30 PM,10:30 AM - 1:30 PM,10:30 AM - 1:30 PM,10:30 AM - 1:30 PM,10:30 AM - 1:30 PM
713,,,,,,,,
714,,,,,,,,
715,"{""Wednesday"": ""9:00 AM - 10:00 AM St. Mary in Castle Rock"",""Thursday"": ""10:00 AM - 10:00 PM St. Rose in Longview"",""Friday"": ""7:00 AM - 7:00 PM Immaculate Heart of Mary in Kelso"",""Saturday"": ""2:00 PM - 3:00 PM St. Catherine in Cathlamet""}",9:00 AM - 10:00 AM,,,,9:00 AM - 10:00 AM,9:00 AM - 10:00 AM,9:00 AM - 10:00 AM
716,,,,,,,,
717,"{""Wednesday"": ""10:00 AM - 1:00 PM"",""Thursday"": ""9:30 AM - 7:00 PM""}",,,,,10:00 AM - 1:00 PM,10:00 AM - 1:00 PM,
718,"{""1st Friday"": ""After Mass""}",,,,,,,
719,"{""Sunday"": [],""Monday"": [],""Tuesday"": [],""Wednesday"": [""8:00 PM - 9:00 PM""],""Thursday"": [],""Friday"": [],""Saturday"": [],""M/T/Th/F"": [""11:30 AM - 12:30 PM""]}",8:00 PM - 9:00 PM,8:00 PM - 9:00 PM,8:00 PM - 9:00 PM,8:00 PM - 9:00 PM,8:00 PM - 9:00 PM,8:00 PM - 9:00 PM,8:00 PM - 9:00 PM
720,"{""Friday"": ""6:00 PM - 7:10 PM"",""Benediction"": ""7:10 PM""}",,,,,,,6:00 PM - 7:10 PM
721,,,,,,,,
722,,,,,,,,
723,,,,,,,,
724,Friday at 5:30 PM,,,,,,,5:30 PM
725,"{""Tuesday"": ""9:00 AM - 10:00 AM (Temporarily suspended)"",""Friday"": ""9:45 AM - 10:45 AM""}",,,,9:00 AM - 10:00 AM,,,9:00 AM - 10:00 AM
726,6:00 PM on December 10,,,,,,,
727,,,,,,,,
728,First Friday 9:30 AM,,,,,,,9:30 AM
729,"{""Thursday"": ""7:00 PM""}",,,,,,7:00 PM,
730,See updated times,,,,,,,
731,"{""Thursdays"": [""8:30 AM - 10:00 AM (English)"",""10:00 AM - 4:00 PM (private Adoration in the chapel room)"",""4:00 PM - 6:00 PM (holy hour, English)"",""After the 7:00 PM Viet Mass (Vietnamese)""],""First Fridays"": ""After the 7:00 PM Viet Mass (Vietnamese)""}",,,,,,8:30 AM - 10:00 AM,8:30 AM - 10:00 AM
732,,,,,,,,
733,,,,,,,,
734,"{""Friday"": ""After 9:30 AM Mass until noon""}",,,,,,,9:30 AM
735,,,,,,,,
736,"{""Thursdays"": ""2:00 PM \u2013 4:00 PM"",""Fridays"": ""9:30 AM \u2013 11:00 AM""}",,,,,,2:00 PM,2:00 PM
737,"{""Thursday"": ""9:30 AM - 9:00 PM""}",,,,,,9:30 AM - 9:00 PM,
738,,,,,,,,
739,"{""Thursday"": ""after 9:00 AM Mass"",""Friday"": ""until 4:30 PM"",""Saturday"": ""until 4:30 PM""}",9:00 AM,,,,,9:00 AM,9:00 AM
740,"{""Thursday"": ""3:00 PM to 6:30 PM"",""Friday"": ""8:30 AM to 11:00 AM""}",,,,,,3:00 PM - 6:30 PM,3:00 PM - 6:30 PM
741,"{""Thursdays"": [""8:30 AM - 10:00 AM (English)"",""10:00 AM - 4:00 PM (private Adoration in the chapel room)"",""4:00 PM - 6:00 PM (holy hour, English)"",""After the 7:00 PM Viet Mass (Vietnamese)""],""First Fridays"": ""After the 7:00 PM Viet Mass (Vietnamese)""}",,,,,,8:30 AM - 10:00 AM,8:30 AM - 10:00 AM
742,"{""Tuesday"": ""After 8:30 AM Mass for one hour""}",,,,8:30 AM,,,
743,,,,,,,,
744,,,,,,,,
745,,,,,,,,
746,Daily (secured access provided on an individual basis),,,,,,,
747,"{""Tuesday"": ""6:00 PM""}",,,,6:00 PM,,,
748,"{""Thursday"": ""5:00 PM - 7:00 PM"",""First Friday"": ""7:30 PM - 8:30 PM""}",,,,,,5:00 PM - 7:00 PM,5:00 PM - 7:00 PM
749,"{""Wednesday"": ""9:30 AM"",""Friday"": ""9:30 AM"",""Thursday"": ""10:00 AM""}",,,,,9:30 AM,9:30 AM,9:30 AM
750,"{""First Friday of each month"": ""Following daily Mass (9:00 AM)""}",,,,,,,9:00 AM
751,"{""Mondays"": ""1:00 PM - 2:00 PM"",""Tuesdays"": [""4:00 PM - 5:00 PM"",""5:00 PM - 6:00 PM""],""Wednesdays"": [""3:00 PM - 4:00 PM"",""4:00 PM - 5:00 PM"",""5:00 PM - 6:00 PM""],""Thursdays"": [""3:00 PM - 4:00 PM"",""5:00 PM - 6:00 PM""],""Fridays"": [""10:00 AM - 11:00 AM"",""11:00 AM - 12:00 PM"",""12:00 PM - 1:00 PM"",""1:00 PM - 2:00 PM"",""2:00 PM - 3:00 PM"",""3:00 PM - 4:00 PM"",""4:00 PM - 5:00 PM"",""5:00 PM - 6:00 PM""],""First Friday"": ""24-hour Adoration begins after daily Mass""}",,,1:00 PM - 2:00 PM,1:00 PM - 2:00 PM,1:00 PM - 2:00 PM,1:00 PM - 2:00 PM,1:00 PM - 2:00 PM
752,"{""Start"": ""10:00 AM on Friday"",""End"": ""4:00 PM on Saturday""}",10:00 AM,,,,,,10:00 AM
753,"{""Wednesday"": ""4:00 PM - 5:45 PM""}",,,,,4:00 PM - 5:45 PM,,
754,,,,,,,,
755,,,,,,,,
756,"{""First Friday"": ""6:30 PM at St. Columban""}",,,,,,,6:30 PM
757,"{""Monday"": ""2:00 PM"",""Wednesday"": ""2:00 PM"",""Friday"": ""2:00 PM""}",,,2:00 PM,,2:00 PM,,2:00 PM
758,,,,,,,,
759,"{""First Fridays"": [""Following 8:30 AM Mass""],""First Saturday"": [""8:00 AM - 9:00 AM""]}",8:30 AM - 9:00 AM,,,,,,8:30 AM - 9:00 AM
760,"{""First Friday"": [""December 6, 9:30 AM - 10:30 AM"",""January 3, 9:30 AM - 11:30 AM""]}",,,,,,,9:30 AM - 10:30 AM
761,,,,,,,,
762,,,,,,,,
763,"{""FirstFriday"": {""Start"": ""9:30 AM"",""End"": ""1:00 PM""}}",,,,,,,9:30 AM
764,,,,,,,,
765,"{""Wednesday"": ""8:38 AM"",""Thursday"": ""8:38 AM"",""Friday"": ""8:38 AM"",""First Friday"": ""After 9:00 AM Mass""}",,,,,8:38 AM,8:38 AM,8:38 AM
766,,,,,,,,
767,,,,,,,,
768,,,,,,,,
769,Exposition of the Blessed Sacrament during hours of Confession,,,,,,,
770,"{""Tuesday"": ""3:00 PM - 5:00 PM""}",,,,3:00 PM - 5:00 PM,,,
771,,,,,,,,
772,,,,,,,,
773,"{""St. Joseph"": {""Thursday"": ""9:30 AM - 10:30 AM"",""First Friday of the Month"": {""Adoration"": ""9:30 AM - 6:00 PM"",""Benediction"": ""5:30 PM""}}}",,,,,,9:30 AM - 10:30 AM,9:30 AM - 10:30 AM
774,,,,,,,,
775,"{""Wednesday"": ""After 8:00 AM Mass"",""Friday"": ""Before Mass"",""First Saturday"": ""After 7:00 AM Mass""}",8:00 AM,,,,8:00 AM,,8:00 AM
776,"{""Tuesday"": ""9:15 AM to 7:00 PM""}",,,,9:15 AM - 7:00 PM,,,
777,"{""Fridays"": ""After 9:00 AM Mass until 9:00 PM""}",,,,,,,9:00 AM
778,,,,,,,,
779,"{""Fridays"": ""6:30-7:30 PM (except First Friday of the month)"",""FirstFriday"": ""After Mass until 10:00 PM"",""FirstSunday"": ""After 9:45 AM Mass until 10:45 AM""}",,7:30 PM,,,,,7:30 PM
780,,,,,,,,
781,"{""Fridays"": ""Following 8:00 AM Mass""}",,,,,,,8:00 AM
782,,,,,,,,
783,,,,,,,,
784,"{""Thursday"": ""9:30 AM - 10:30 AM"",""First Friday"": ""10:00 PM - 6:00 AM""}",,,,,,9:30 AM - 10:30 AM,9:30 AM - 10:30 AM
785,"{""First Fridays"": ""After 12:00 PM Mass for 20 hours until 9:00 AM Saturday"",""Fridays"": ""12:00 PM \u2013 6:00 PM (regular - not first)""}",12:00 PM,,,,,,12:00 PM
786,"{""Wednesday"": ""9:00 AM - 10:00 AM St. Mary in Castle Rock"",""Thursday"": ""10:00 AM - 10:00 PM St. Rose in Longview"",""Friday"": ""7:00 AM - 7:00 PM Immaculate Heart of Mary in Kelso"",""Saturday"": ""2:00 PM - 3:00 PM St. Catherine in Cathlamet""}",9:00 AM - 10:00 AM,,,,9:00 AM - 10:00 AM,9:00 AM - 10:00 AM,9:00 AM - 10:00 AM
787,"{""Wednesday"": ""9:30 AM"",""Thursday"": ""10:00 AM"",""Friday"": ""9:30 AM""}",,,,,9:30 AM,9:30 AM,9:30 AM
788,"{""First Friday"": ""11:15 AM to 8:50 AM next day"",""Exposition"": ""Offered during Confession times""}",,,,,,,11:15 AM - 8:50 AM
789,,,,,,,,
790,,,,,,,,
791,,,,,,,,
792,"{""First Saturday"": ""9:00 AM"",""Every Thursday"": ""6:00 PM - 7:00 PM""}",9:00 AM - 7:00 PM,,,,,9:00 AM - 7:00 PM,
793,"{""Monday"": ""10:00 AM - 7:00 PM"",""Friday"": ""9:30 AM - 9:00 PM""}",,,10:00 AM - 7:00 PM,,,,10:00 AM - 7:00 PM
794,"{""Friday"": ""6:00 PM - 7:00 PM"",""Daily"": ""24 hours a day, except during the celebration of the Mass""}",,,,,,,6:00 PM - 7:00 PM
795,"{""Thursday"": ""9:30 AM - 11:45 AM""}",,,,,,9:30 AM - 11:45 AM,
796,,,,,,,,
797,"{""First Thursday"": ""07:30 PM - Mass""}",,,,,,07:30 PM,
798,"{""Tuesday"": ""3:00 PM - 5:45 PM""}",,,,3:00 PM - 5:45 PM,,,
799,,,,,,,,
800,,,,,,,,
801,,,,,,,,
802,8:30 AM (Tuesday - Friday),,,,8:30 AM,,,8:30 AM
803,,,,,,,,
804,"{""Every First Friday"": ""9:00 AM - 8:00 PM""}",,,,,,,9:00 AM - 8:00 PM
805,,,,,,,,
806,,,,,,,,
807,"{""Friday"": ""6:00 PM \u2013 7:00 PM""}",,,,,,,6:00 PM
808,,,,,,,,
809,,,,,,,,
810,,,,,,,,
811,"{""Wednesday"": ""6:00 PM - 7:00 PM""}",,,,,6:00 PM - 7:00 PM,,
812,,,,,,,,
813,"{""Every Friday"": ""Holy Hour of Eucharistic Adoration""}",,,,,,,
814,"{""Monday to Friday"": ""4:00 PM to 8:30 PM""}",,,4:00 PM,,,,4:00 PM
815,,,,,,,,
816,,,,,,,,
817,"{""Wednesday"": ""7:00 AM before the 7:30 AM Mass"",""Friday"": ""7:00 AM before the 7:30 AM Mass"",""Tuesday"": ""7:00 PM - 8:00 PM"",""Thursday"": ""7:00 PM - 8:00 PM""}",,,,7:00 AM - 8:00 PM,7:00 AM - 8:00 PM,7:00 AM - 8:00 PM,7:00 AM - 8:00 PM
818,"{""Thursday"": ""8:45 AM - 7:00 PM""}",,,,,,8:45 AM - 7:00 PM,
819,,,,,,,,
820,,,,,,,,
821,"{""First Thursday"": ""6:30 PM - 7:30 PM""}",,,,,,6:30 PM - 7:30 PM,
822,"{""Tuesday"": ""6:00 PM - 9:00 PM""}",,,,6:00 PM - 9:00 PM,,,
823,"{""Sunday"": ""7:30 AM to 8:30 AM"",""Monday"": ""7:30 AM to 9:00 AM"",""Tuesday"": ""8:00 AM to 9:00 AM"",""Wednesday"": ""6:00 PM to 7:00 PM"",""Thursday"": ""8:00 PM to 9:00 PM"",""Friday"": ""7:30 AM to 9:00 AM""}",,7:30 AM - 8:30 AM,7:30 AM - 8:30 AM,7:30 AM - 8:30 AM,7:30 AM - 8:30 AM,7:30 AM - 8:30 AM,7:30 AM - 8:30 AM
824,"{""Perpetual"": ""In the Adoration Chapel in the Parish House. Doors are open between 8:30 AM and 5:00 PM. For access after hours, call the Parish House for the code."",""Monday to Friday"": ""7:30 AM to 8:30 AM (Between the 7 AM and 8:30 AM Masses)""}",,,8:30 AM - 7:30 AM,,,,8:30 AM - 7:30 AM
825,,,,,,,,
826,"{""Regular"": ""Wednesday 8:00 PM - 9:00 PM"",""Extended"": ""On special occasions throughout the year""}",,,,,8:00 PM - 9:00 PM,,
827,"{""Friday"": {""8:30 AM"": ""Ch\u1ea7u Th\u00e1nh Th\u1ec3"",""6:00 PM"": ""L\u1ea7n Chu\u1ed7i M\u00e2n C\u00f4i"",""6:30 PM"": ""\u0110\u00e0ng Th\u00e1nh Gi\u00e1""},""Saturday"": {""8:30 AM"": ""L\u1ea7n Chu\u1ed7i M\u00e2n C\u00f4i & Kinh C\u1ea7u \u0110\u1ee9c B\u00e0""}}",8:30 AM,,,,,,8:30 AM
828,,,,,,,,
829,,,,,,,,
830,,,,,,,,
831,"{""Regular"": ""Every Friday, 4:30 PM \u2013 6:30 PM"",""First Saturday"": ""9:00 AM""}",4:30 PM,,,,,,4:30 PM
832,"{""Friday"": ""8:30 AM to 9:30 AM""}",,,,,,,8:30 AM - 9:30 AM
833,,,,,,,,
834,,,,,,,,
835,"{""Monday"": ""6:00 PM to 7:45 PM"",""Friday"": ""8:30 AM to 9:30 AM""}",,,6:00 PM - 7:45 PM,,,,6:00 PM - 7:45 PM
