ParishID,Saturday,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Language
612,,"9:00 AM, 11:00 AM, 12:30 PM",,,,,,English
613,5:30 PM,"7:30 AM, 9:30 AM, 11:30 AM, 1:00 PM","8:00 AM, 12:10 PM","8:00 AM, 12:10 PM","8:00 AM, 12:10 PM","8:00 AM, 12:10 PM","8:00 AM, 12:10 PM","English, Spanish"
614,11:00 AM,"4:00 PM, 5:15 PM, 8:00 AM, 9:15 AM, 10:00 AM, 11:00 AM, 12:30 PM, 5:00 PM","7:30 AM, 12:00 PM, 5:30 PM","7:30 AM, 12:00 PM, 5:30 PM","7:30 AM, 12:00 PM, 5:30 PM","7:30 AM, 12:00 PM, 5:30 PM","7:30 AM, 12:00 PM, 5:30 PM","English, Korean"
615,"12:05 PM, 5:00 PM, 10:00 AM, 11:00 AM, 1:00 PM, 3:00 PM, 6:30 PM","9:00 AM, 11:30 AM, 5:00 PM",,,,,,English
616,"8:30 AM, 5:30 PM","8:00 AM, 9:30 AM, 11:00 AM, 11:00 AM, 7:30 PM","8:30 AM, 12:10 PM, 5:30 PM","8:30 AM, 12:10 PM, 5:30 PM","8:30 AM, 12:10 PM, 5:30 PM","8:30 AM, 12:10 PM, 5:30 PM","8:30 AM, 12:10 PM, 5:30 PM",English
617,"12:00 PM, 5:00 PM","9:00 AM, 11:00 AM, 4:00 PM, 3:15 PM",12:00 PM,12:00 PM,12:00 PM,12:00 PM,12:00 PM,English
618,"5:15 PM, 4:00 PM","11:15 AM, 10:00 AM","9:00 AM, 8:00 AM",8:00 AM,"9:00 AM, 8:00 AM",8:00 AM,9:00 AM,English
619,,9:00 AM,"9:00 AM, 12:15 PM, 7:00 PM",,,,,"English, Spanish"
620,"8:00 AM, 4:00 PM, 7:00 PM","7:30 AM, 9:00 AM, 9:00 AM, 11:00 AM, 11:00 AM, 11:00 AM, 12:30 PM, 1:00 PM, 5:00 PM",,,,,,"English, Portuguese, Spanish"
621,,,,,,,,English
622,5:30 PM,"9:00 AM, 11:30 AM, 6:00 PM",12:10 PM,12:10 PM,12:10 PM,12:10 PM,12:10 PM,English
623,5:30 PM,"7:00 AM, 9:00 AM, 10:15 AM, 11:30 AM, 1:00 PM",,,,,,English
624,"8:00 AM, 12:15 PM, 4:00 PM","8:00 AM, 10:00 AM, 12:00 PM, 2:00 PM, 6:00 PM","7:00 AM, 12:15 PM","7:00 AM, 12:15 PM","7:00 AM, 12:15 PM","7:00 AM, 12:15 PM","7:00 AM, 12:15 PM",English
625,"5:00 PM, 7:30 PM","8:00 AM, 9:30 AM, 11:00 AM, 12:30 PM, 5:30 PM",,,,,,English
626,"4:30 PM, 5:45 PM","7:30 AM, 9:00 AM, 10:30 AM, 12:00 PM, 5:30 PM","7:00 AM, 9:00 AM",,,,"7:00 AM, 9:00 AM",English
627,"8:30 AM, 5:15 PM","7:30 AM, 9:00 AM, 11:00 AM",8:30 AM,8:30 AM,8:30 AM,8:30 AM,8:30 AM,English
628,"8:20 AM, 9:00 AM, 5:00 PM","8:30 AM, 10:00 AM, 12:00 PM","8:20 AM, 9:00 AM","8:20 AM, 9:00 AM","8:20 AM, 9:00 AM","8:20 AM, 9:00 AM","8:20 AM, 9:00 AM",English
629,4:00 PM,"8:30 AM, 10:00 AM, 11:30 AM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
630,,,,,,,,English
631,"12:00 PM, 5:30 PM","8:00 AM, 10:00 AM, 12:00 PM, 5:00 PM",12:00 PM,12:00 PM,12:00 PM,12:00 PM,12:00 PM,English
632,"7:45 AM, 7:00 PM","8:00 AM, 9:30 AM, 11:30 AM, 1:30 PM","8:30 AM, 12:00 PM","8:30 AM, 12:00 PM","8:30 AM, 12:00 PM","8:30 AM, 12:00 PM, 7:00 PM","8:30 AM, 12:00 PM","English, Spanish"
633,4:00 PM,"8:00 AM, 10:00 AM, 12:00 PM, 6:00 PM",,,,,,English
634,"8:30 AM, 5:00 PM","8:00 AM, 10:00 AM, 12:30 PM, 5:00 PM","7:30 AM, 12:10 PM","7:30 AM, 12:10 PM","7:30 AM, 12:10 PM","7:30 AM, 12:10 PM","7:30 AM, 12:10 PM","English, Spanish"
635,,,,,,,,English
636,4:00 PM,"8:00 AM, 9:30 AM, 11:00 AM, 12:00 PM, 6:00 PM",,,,,,English
637,"8:00 AM, 9:00 AM, 5:00 PM, 6:00 PM, 7:00 PM, 8:00 PM","7:30 AM, 8:30 AM, 8:30 AM, 9:30 AM, 10:00 AM, 11:00 AM, 11:30 AM, 12:30 PM, 12:45 PM, 1:45 PM, 5:00 PM, 6:00 PM","7:30 AM, 8:30 AM, 7:00 PM, 8:00 PM","7:30 AM, 8:30 AM, 9:00 AM, 10:00 AM","7:30 AM, 8:30 AM, 7:00 PM, 8:00 PM","7:30 AM, 8:30 AM, 7:00 PM, 8:00 PM","7:30 AM, 8:30 AM, 7:00 PM, 8:00 PM","English, Spanish"
638,"9:00 AM, 5:00 PM","8:00 AM, 9:15 AM, 10:30 AM, 12:00 PM","8:00 AM, 11:30 AM","8:00 AM, 11:30 AM","8:00 AM, 11:30 AM","8:00 AM, 11:30 AM","8:00 AM, 11:30 AM",English
639,,,,,,,,English
640,,,,,,,,English
641,"8:00 AM, 7:00 PM","8:00 AM, 9:00 AM, 11:00 AM","8:00 AM, 6:00 PM","8:00 AM, 6:00 PM","8:00 AM, 6:00 PM","8:00 AM, 6:00 PM","8:00 AM, 6:00 PM",English
642,"9:00 AM, 6:00 PM",,,9:00 AM,9:00 AM,9:00 AM,7:00 PM,English
643,4:00 PM,"7:30 AM, 9:00 AM, 10:30 AM, 12:30 PM, 5:00 PM",,,,,,English
644,5:00 PM,"10:00 AM, 12:00 PM",8:30 AM,8:30 AM,8:30 AM,8:30 AM,8:30 AM,English
645,,,,,,,,English
646,7:30 PM,"9:00 AM, 11:00 AM",,,,7:30 PM,7:30 PM,English
647,,9:00 AM,,,,,,English
648,5:00 PM,"8:00 AM, 11:30 AM, 9:45 AM",7:30 AM,7:30 AM,7:30 AM,7:30 AM,7:30 AM,English
649,,"9:00 AM, 9:30 AM, 11:20 AM, 12:30 PM",,,,,6:00 PM,English
650,"5:00 PM, 6:30 PM","7:30 AM, 10:00 AM, 12:00 PM, 1:30 PM, 3:15 PM",6:30 PM,6:30 PM,6:30 PM,6:30 PM,6:30 PM,"English, Spanish"
651,4:30 PM,11:00 AM,4:30 PM,4:30 PM,4:30 PM,4:30 PM,4:30 PM,English
652,,11:00 AM,,,,,,English
653,5:00 PM,"9:00 AM, 11:30 AM",,9:00 AM,12:00 PM,7:00 PM,9:00 AM,English
654,5:00 PM,"8:30 AM, 12:30 PM",,,,,,English
655,4:00 PM,"10:45 AM, 12:30 PM",,8:00 AM,,8:30 AM,8:30 AM,English
656,,,,,,,,English
657,"6:00 AM, 8:00 AM","8:00 AM, 10:30 AM, 5:30 PM","6:00 AM, 8:00 AM","6:00 AM, 8:00 AM","6:00 AM, 8:00 AM","6:00 AM, 8:00 AM","6:00 AM, 8:00 AM, 6:00 PM",English
658,5:00 PM,"9:00 AM, 11:30 AM",6:00 PM,12:00 PM,12:00 PM,9:00 AM,,English
659,,10:30 AM,,,,5:30 PM,,English
660,"4:00 PM, 7:00 PM","8:30 AM, 11:00 AM, 5:00 PM, 1:00 PM, 3:00 PM, 7:00 PM",7:30 AM,8:30 AM,8:30 AM,"8:30 AM, 6:30 PM",8:30 AM,"English, Spanish"
661,4:00 PM,"8:00 AM, 10:00 AM, 12:00 PM, 4:00 PM",12:00 PM,12:00 PM,12:00 PM,12:00 PM,12:00 PM,"English, Spanish"
662,5:00 PM,"8:00 AM, 10:30 AM",,7:00 AM,5:30 PM,12:00 PM,12:00 PM,English
663,5:00 PM,"7:30 AM, 10:00 AM, 12:15 PM",,5:30 PM,5:30 PM,5:30 PM,7:30 AM,"English, Spanish"
664,"8:45 AM, 5:00 PM","10:00 AM, 12:00 PM, 3:00 PM",8:15 AM,8:15 AM,"8:15 AM, 6:00 PM",8:15 AM,8:15 AM,English
665,,,,,,,,English
666,,,,,,,,English
667,5:00 PM,9:00 AM,,,12:00 PM,,,English
668,5:00 PM,"8:30 AM, 11:00 AM, 5:00 PM, 6:00 PM",,,,,,English
669,5:00 PM,"8:30 AM, 10:30 AM, 12:30 PM",,6:00 PM,7:30 AM,7:30 AM,7:30 AM,English
670,,,11:35 AM,11:35 AM,11:35 AM,11:35 AM,11:35 AM,English
671,,11:00 AM,"6:30 AM, 12:10 PM",,,6:30 PM,,English
672,5:00 PM,"8:00 AM, 10:00 AM, 12:00 PM",,,,,,English
673,"12:05 PM, 5:00 PM","8:00 AM, 9:30 AM, 11:00 AM, 12:30 PM, 3:15 PM, 5:00 PM","12:05 PM, 5:15 PM","12:05 PM, 5:15 PM","12:05 PM, 5:15 PM","12:05 PM, 5:15 PM","12:05 PM, 5:15 PM",English
674,5:30 PM,"7:00 AM, 9:00 AM, 11:00 AM, 12:30 PM, 2:00 PM, 2:00 PM",8:15 AM,8:15 AM,8:15 AM,8:15 AM,8:15 AM,English
675,5:00 PM,"8:00 AM, 10:00 AM, 12:00 PM, 6:00 PM",,8:30 AM,"8:30 AM, 7:00 PM",8:30 AM,8:30 AM,"English, Spanish"
676,"5:00 PM, 6:30 PM","7:15 AM, 10:30 AM, 8:30 AM, 12:30 PM, 2:30 PM, 6:00 PM","8:30 AM, 6:00 PM","8:30 AM, 6:00 PM","8:30 AM, 6:00 PM","8:30 AM, 6:00 PM","8:30 AM, 6:00 PM",English
677,8:30 AM,"10:30 AM, 1:30 PM",,"12:00 PM, 7:00 PM",12:00 PM,7:30 PM,"12:00 PM, 8:30 PM","English, Spanish"
678,4:00 PM,10:00 AM,,5:00 PM,7:00 AM,7:00 AM,7:00 AM,English
679,5:00 PM,"8:00 AM, 10:30 AM","9:00 AM, 9:00 AM, 9:00 AM","9:00 AM, 9:00 AM, 9:00 AM","9:00 AM, 9:00 AM, 9:00 AM","9:00 AM, 9:00 AM, 9:00 AM","9:00 AM, 9:00 AM, 9:00 AM",English
680,"5:00 PM, 7:00 PM","7:00 AM, 9:00 AM, 11:00 AM, 1:00 PM",,,,,,English
681,5:00 PM,"8:00 AM, 11:00 AM",,7:00 AM,7:00 AM,7:00 AM,7:00 AM,English
682,"5:00 PM, 7:00 PM","7:00 AM, 9:00 AM, 11:00 AM, 1:00 PM",,,,,,English
683,5:30 PM,"7:30 AM, 9:30 AM, 12:00 PM, 5:00 PM",6:30 PM,6:30 PM,6:30 PM,6:30 PM,6:30 PM,"English, Spanish"
684,5:00 PM,"8:00 AM, 10:00 AM, 12:00 PM, 5:00 PM",8:15 AM,8:15 AM,8:15 AM,8:15 AM,7:00 PM,English
685,5:00 PM,"7:00 AM, 9:00 AM, 11:00 AM, 1:00 PM, 3:00 PM, 5:00 PM",,,,,,"English, Spanish"
686,,"7:00 AM, 11:00 AM, 1:00 PM, 9:00 AM",,,,7:00 PM,,English
687,5:00 PM,"7:00 AM, 9:00 AM, 11:00 AM, 1:00 PM","8:15 AM, 12:10 PM","8:15 AM, 12:10 PM","8:15 AM, 12:10 PM","8:15 AM, 12:10 PM","8:15 AM, 12:10 PM",English
688,,9:00 AM,7:30 AM,7:30 AM,7:30 AM,7:30 AM,7:30 AM,English
689,5:00 PM,"7:30 AM, 10:00 AM",,,,,,English
690,5:00 PM,"9:00 AM, 10:30 AM, 12:00 PM","7:00 PM, 7:00 PM, 7:00 PM, 10:00 AM",7:00 PM,7:00 PM,7:00 PM,10:00 AM,English
691,4:30 PM,"9:30 AM, 12:00 PM",,7:00 PM,9:00 AM,9:00 AM,9:00 AM,"English, Spanish"
692,"8:15 AM, 5:00 PM","7:30 AM, 10:00 AM, 12:00 PM, 2:30 PM, 5:00 PM, 7:00 PM",8:15 AM,8:15 AM,"8:15 AM, 7:00 PM",8:15 AM,8:15 AM,"English, Spanish"
693,5:00 PM,"8:00 AM, 10:00 AM, 12:00 PM, 5:00 PM",8:15 AM,8:15 AM,8:15 AM,8:15 AM,8:15 AM,"English, Spanish"
694,"6:00 PM, 11:00 AM, 1:00 PM, 5:15 PM, 5:45 PM","9:00 AM, 11:00 AM, 10:00 AM",,8:00 AM,8:00 AM,8:00 AM,"6:15 PM, 6:45 PM, 7:00 PM",English
695,9:00 AM,"8:00 AM, 9:30 AM, 11:15 AM, 12:30 PM, 2:00 PM",,12:00 PM,12:00 PM,12:00 PM,12:00 PM,English
696,"7:00 PM, 8:30 PM","8:00 AM, 10:00 AM",7:00 PM,,7:00 PM,7:00 PM,7:00 PM,English
697,5:00 PM,"9:00 AM, 11:00 AM",,,,,,"English, Spanish"
698,6:00 PM,"7:00 AM, 9:00 AM, 11:00 AM, 4:00 PM, 6:00 PM",,,,,,English
699,5:00 PM,"9:00 AM, 11:00 AM, 5:00 PM",8:00 AM,,8:30 AM,,8:00 AM,English
700,,9:00 AM,9:00 AM,,9:00 AM,,9:00 AM,English
701,,,,,,,,English
702,5:00 PM,"8:00 AM, 10:00 AM, 12:30 PM",,7:00 PM,7:15 AM,7:15 AM,8:15 AM,"English, Spanish"
703,5:00 PM,"8:00 AM, 9:30 AM, 11:00 AM",9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,English
704,,,,,,,,English
705,6:30 PM,"8:00 AM, 10:30 AM",,,9:00 AM,9:00 AM,9:00 AM,English
706,"5:00 PM, 8:40 AM","9:00 AM, 11:00 AM, 5:00 PM",8:40 AM,8:40 AM,"8:40 AM, 6:30 PM",8:40 AM,8:40 AM,English
707,,,,,,,,English
708,5:00 PM,"8:00 AM, 10:30 AM",,9:00 AM,6:00 PM,9:00 AM,9:00 AM,English
709,4:30 PM,"8:30 AM, 11:00 AM",,,,,,English
710,4:00 PM,"8:00 AM, 10:00 AM, 1:00 PM",,,9:00 AM,9:00 AM,6:30 PM,"English, Spanish"
711,"11:00 AM, 4:00 PM",8:00 AM,12:00 PM,6:00 PM,,9:00 AM,,English
712,5:00 PM,"9:00 AM, 11:00 AM, 1:00 PM",,12:15 PM,,"12:15 PM, 7:00 PM",,English
713,,11:00 AM,,,6:00 PM,8:00 AM,,English
714,,,,,,,,English
715,"4:00 PM, 5:00 PM, 6:00 PM","8:30 AM, 10:30 AM, 9:00 AM, 11:00 AM, 6:00 PM",9:00 AM,12:15 PM,"8:30 AM, 8:30 AM",8:30 AM,"8:30 AM, 12:15 PM",English
716,5:00 PM,8:30 AM,,,9:00 AM,,,English
717,5:00 PM,"9:00 AM, 11:00 AM",9:00 AM,,6:00 PM,9:00 AM,9:00 AM,English
718,5:00 PM,9:30 AM,,9:30 AM,9:30 AM,9:30 AM,9:30 AM,English
719,,"10:00 AM, 5:00 PM, 7:00 PM, 9:00 PM",,,9:00 PM,,,English
720,"8:00 AM, 10:00 AM","7:00 AM, 8:30 AM, 10:30 AM, 1:00 PM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,"7:30 PM, 12:10 PM",English
721,5:00 PM,9:00 AM,9:00 AM,9:00 AM,5:30 PM,9:00 AM,9:00 AM,English
722,"4:00 PM, 4:00 PM",,,,"9:00 AM, 9:00 AM, 9:30 AM, 6:00 PM",,,English
723,,,,,,,,English
724,"8:00 AM, 5:00 PM","8:30 AM, 10:30 AM, 12:30 PM",,6:00 PM,,6:00 PM,6:00 PM,English
725,"5:00 PM, 9:00 AM","9:00 AM, 11:00 AM",,,6:00 PM,9:00 AM,9:00 AM,English
726,5:00 PM,1:00 PM,,,,9:00 AM,,English
727,5:00 PM,"9:00 AM, 10:30 AM",9:00 AM,9:00 AM,"9:00 AM, 6:30 PM",9:00 AM,9:00 AM,English
728,4:00 PM,"8:30 AM, 11:00 AM",,,9:00 AM,9:00 AM,9:00 AM,English
729,"9:00 AM, 5:00 PM","7:30 AM, 9:00 AM, 11:00 AM",7:30 AM,7:30 AM,7:30 AM,7:30 AM,9:00 AM,English
730,5:00 PM,"8:30 AM, 11:00 AM",,,,,,English
731,4:30 PM,"7:45 AM, 9:45 AM, 4:00 PM",,,,,,English
732,"5:00 PM, 5:00 PM","9:00 AM, 9:00 AM, 9:00 AM",9:00 AM,11:00 AM,11:00 AM,"9:00 AM, 6:00 PM, 10:00 AM",11:00 AM,English
733,,,"12:10 PM, 7:00 PM",,,,,English
734,5:00 PM,8:30 AM,,,9:30 AM,,9:30 AM,English
735,5:00 PM,"8:30 AM, 10:30 AM, 12:15 PM",,,9:00 AM,9:00 AM,9:00 AM,English
736,5:00 PM,"9:00 AM, 11:00 AM, 5:00 PM",,,,,,English
737,5:30 PM,"9:00 AM, 12:00 PM",9:00 AM,,6:00 PM,9:00 AM,9:00 AM,English
738,,9:30 AM,,,,,9:00 AM,English
739,"9:00 AM, 5:00 PM","8:00 AM, 10:00 AM, 12:00 PM, 2:00 PM, 10:00 AM",9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,"English, Korean, Spanish"
740,,"10:00 AM, 8:00 AM, 12:00 PM, 2:00 PM, 5:00 PM, 7:00 PM",,,,,,English
741,4:30 PM,"7:45 AM, 9:45 AM, 4:00 PM",,,,,,English
742,"8:30 AM, 4:00 PM",11:00 AM,,8:30 AM,,,,English
743,5:00 PM,9:00 AM,8:00 AM,8:00 AM,8:00 AM,,,English
744,,10:30 AM,,6:00 PM,,,9:00 AM,English
745,,,,,,,,English
746,5:00 PM,11:00 AM,,9:00 AM,5:30 PM,,8:45 AM,English
747,5:00 PM,,,,,,,English
748,5:00 PM,"7:30 AM, 9:00 AM, 10:30 AM, 5:00 PM, 12:00 PM, 1:30 PM",8:00 AM,8:00 AM,"8:45 AM, 7:00 PM",8:00 AM,8:00 AM,English
749,5:00 PM,"8:00 AM, 9:30 AM",,,9:30 AM,9:30 AM,9:30 AM,English
750,5:00 PM,"8:00 AM, 10:00 AM",,,9:00 AM,6:00 PM,9:00 AM,English
751,5:00 PM,"8:00 AM, 10:00 AM, 12:00 PM",,,,,,"English, Spanish"
752,5:00 PM,"8:00 AM, 10:00 AM",8:00 AM,,8:45 AM,8:00 AM,8:00 AM,English
753,6:00 PM,10:00 AM,9:00 AM,,6:00 PM,,9:00 AM,English
754,5:00 PM,"8:00 AM, 10:00 AM, 12:30 PM",9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,English
755,"5:00 PM, 7:00 PM","7:45 AM, 11:15 AM",10:30 AM,,6:00 PM,,,English
756,5:00 PM,10:30 AM,,,,,,English
757,6:00 PM,"10:30 AM, 1:00 PM",10:30 AM,,6:00 PM,10:30 AM,10:30 AM,English
758,5:00 PM,"8:00 AM, 10:00 AM, 12:01 PM, 3:30 PM",,"12:00 PM, 6:00 PM",12:00 PM,12:00 PM,12:00 PM,English
759,5:00 PM,"9:00 AM, 11:00 AM, 12:30 PM",7:30 AM,7:30 AM,"7:30 AM, 6:00 PM",7:30 AM,8:30 AM,English
760,5:00 PM,"8:00 AM, 10:00 AM",9:00 AM,9:00 AM,,9:00 AM,9:00 AM,English
761,5:30 PM,"9:00 AM, 1:00 PM, 4:30 PM",,9:00 AM,9:00 AM,9:00 AM,9:00 AM,English
762,5:00 PM,10:30 AM,"8:30 AM, 8:30 AM","8:30 AM, 8:30 AM",8:30 AM,"8:30 AM, 8:30 AM",8:30 AM,English
763,5:00 PM,9:00 AM,9:00 AM,9:00 AM,10:30 AM,,9:00 AM,English
764,,,,,,,,English
765,5:00 PM,"9:00 AM, 11:00 AM",9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,English
766,"5:00 PM, 5:30 PM","9:00 AM, 11:30 AM, 5:30 PM",9:00 AM,9:00 AM,9:00 AM,6:30 PM,"9:00 AM, 7:30 PM","English, Spanish"
767,5:00 PM,"8:30 AM, 10:30 AM",,,,,,English
768,,,,,,,,English
769,,8:00 AM,12:00 PM,6:00 PM,,9:00 AM,,English
770,,9:00 AM,,,,,,English
771,,10:30 AM,,6:00 PM,,,9:00 AM,English
772,,"8:30 AM, 10:30 AM, 5:00 PM",9:00 AM,6:00 PM,9:00 AM,9:00 AM,9:00 AM,English
773,,,,,,,,English
774,,"9:00 AM, 11:00 AM, 5:30 PM",,,,,,English
775,9:00 AM,"7:00 AM, 8:30 AM, 10:30 AM, 1:00 PM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,"8:00 AM, 6:30 PM",English
776,,"9:00 AM, 11:30 AM, 5:00 PM",8:30 AM,8:30 AM,8:30 AM,8:30 AM,,"English, Spanish"
777,5:00 PM,"9:00 AM, 11:00 AM",9:00 AM,,9:00 AM,9:00 AM,9:00 AM,English
778,5:00 PM,10:00 AM,,12:10 PM,,12:10 PM,12:10 PM,English
779,5:00 PM,"8:00 AM, 9:45 AM, 12:00 PM","8:00 AM, 7:30 PM, 8:00 AM, 7:30 PM, 10:00 AM",8:00 AM,7:30 PM,8:00 AM,7:30 PM,English
780,"5:00 PM, 9:00 AM","8:30 AM, 10:30 AM",9:00 AM,,6:00 PM,9:00 AM,9:00 AM,English
781,,"8:30 AM, 10:00 AM","8:30 AM, 5:00 PM",8:00 AM,8:00 AM,"8:00 AM, 8:30 AM",8:00 AM,English
782,,,,,,,,English
783,9:00 AM,8:30 AM,,6:00 PM,9:00 AM,9:00 AM,9:00 AM,English
784,5:00 PM,"8:00 AM, 10:30 AM",9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,English
785,9:30 AM,"8:30 AM, 11:00 AM",12:00 PM,12:00 PM,5:30 PM,12:00 PM,12:00 PM,English
786,"4:00 PM, 5:00 PM, 6:00 PM","8:30 AM, 10:30 AM, 9:00 AM, 11:00 AM, 6:00 PM",9:00 AM,12:15 PM,"8:30 AM, 8:30 AM",8:30 AM,"8:30 AM, 12:15 PM",English
787,5:00 PM,"8:00 AM, 9:30 AM",,,9:30 AM,9:30 AM,9:30 AM,English
788,"9:00 AM, 11:00 AM, 4:00 PM, 6:00 PM","8:00 AM, 8:00 AM, 10:00 AM, 10:00 AM, 12:00 PM","9:00 AM, 12:00 PM",6:00 PM,"10:30 AM, 6:00 PM","9:00 AM, 6:00 PM","9:00 AM, 10:30 AM","English, Spanish"
789,,"9:00 AM, 11:00 AM, 5:30 PM",,7:00 AM,,,7:00 AM,English
790,,,,,,,,English
791,5:00 PM,"8:00 AM, 10:00 AM",,,,,,English
792,"5:00 PM, 9:00 AM","7:00 AM, 9:00 AM, 11:00 AM, 1:00 PM",12:00 PM,12:00 PM,12:00 PM,12:00 PM,9:00 AM,English
793,5:00 PM,"8:00 AM, 10:00 AM",9:00 AM,,6:00 PM,9:00 AM,9:00 AM,English
794,"7:45 AM, 5:00 PM","9:00 AM, 11:00 AM, 1:00 PM",8:30 AM,7:45 AM,7:45 AM,7:45 AM,7:45 AM,English
795,5:00 PM,"9:00 AM, 11:00 AM",9:00 AM,,,"9:00 AM, 6:00 PM",9:00 AM,English
796,,,,,,,,English
797,"06:00 PM, 09:30 AM","08:00 AM, 09:30 AM, 11:00 AM",,07:30 PM,10:00 AM,07:30 PM,10:00 AM,English
798,4:00 PM,8:30 AM,,6:00 PM,,8:10 AM,,English
799,5:30 PM,"8:30 AM, 10:30 AM",,,,,,English
800,,,,,,,,English
801,,8:00 AM,,,,,,English
802,5:00 PM,"9:00 AM, 11:00 AM, 5:00 PM",9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,English
803,,,,,,,,English
804,5:00 PM,"8:30 AM, 10:30 AM",8:30 AM,6:00 PM,8:30 AM,8:30 AM,8:30 AM,English
805,,,,,,,,English
806,,,,,,,,English
807,6:00 PM,"11:00 AM, 9:00 AM, 5:00 PM",9:00 AM,9:00 AM,7:00 PM,,7:00 PM,English
808,"8:30 AM, 4:00 PM, 6:00 PM","7:30 AM, 9:30 AM, 11:30 AM, 5:00 PM, 4:00 PM",11:00 AM,11:00 AM,11:00 AM,11:00 AM,11:00 AM,English
809,,6:30 AM,,,,,,English
810,4:00 PM,9:30 AM,9:15 AM,,9:15 AM,,9:15 AM,English
811,9:00 AM,"8:00 AM, 10:00 AM, 12:00 PM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
812,,,,,"10:30 AM, 11:30 AM","6:00 PM, 7:00 PM",,English
813,"8:00 AM, 4:30 PM","8:00 AM, 9:30 AM, 11:00 AM, 7:00 PM",7:00 AM,7:00 AM,7:00 AM,7:00 AM,7:00 AM,English
814,5:30 PM,"7:30 AM, 9:30 AM, 11:30 AM",,,,,,English
815,,,,,,,,English
816,"5:30 PM, 10:00 AM, 12:00 PM, 3:00 PM","7:30 AM, 9:00 AM, 11:30 AM, 5:30 PM, 10:15 AM","8:00 AM, 5:30 PM, 7:00 PM, 6:30 PM","8:00 AM, 5:30 PM, 4:00 PM, 4:00 PM, 5:45 PM, 7:30 PM, 9:30 PM, 11:30 PM","8:00 AM, 5:30 PM, 9:30 AM, 11:30 AM","8:00 AM, 5:30 PM","8:00 AM, 5:30 PM, 8:45 AM",English
817,"5:30 PM, 5:00 PM","9:00 AM, 11:00 AM, 6:00 PM, 8:30 AM, 10:30 AM, 5:30 PM","7:30 AM, 7:10 AM, 8:00 AM","6:30 PM, 6:10 PM, 7:00 PM","7:30 AM, 7:10 AM, 8:00 AM","6:30 PM, 6:10 PM, 7:15 PM","7:30 AM, 7:10 AM, 8:00 AM","English, Latin"
818,4:30 PM,"8:00 AM, 10:45 AM, 5:00 PM",8:15 AM,8:15 AM,8:15 AM,8:15 AM,8:15 AM,English
819,,9:00 AM,,,,,,English
820,5:00 PM,"7:30 AM, 9:00 AM, 10:30 AM, 12:00 PM",,,,,,English
821,5:00 PM,"8:00 AM, 11:00 AM",8:00 AM,8:00 AM,,8:00 AM,8:00 AM,English
822,"9:00 AM, 5:00 PM, 7:00 PM","7:30 AM, 9:00 AM, 10:45 AM, 12:30 PM, 5:00 PM, 12:15 PM, 4:30 PM","6:30 AM, 9:00 AM","6:30 AM, 9:00 AM","6:30 AM, 9:00 AM","6:30 AM, 9:00 AM","6:30 AM, 9:00 AM","English, French, Spanish"
823,"5:00 PM, 7:30 PM","8:30 AM, 10:00 AM, 11:30 AM, 1:00 PM",9:00 AM,9:00 AM,"9:00 AM, 7:00 PM",9:00 AM,9:00 AM,"English, French"
824,5:00 PM,"7:00 AM, 9:00 AM, 11:00 AM, 2:00 PM, 5:00 PM",,,,,,"English, Korean"
825,4:30 PM,10:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,,English
826,5:30 PM,"8:00 AM, 10:45 AM",8:30 AM,8:30 AM,8:30 AM,8:30 AM,8:30 AM,English
827,,,,,,,,English
828,4:00 PM,9:00 AM,8:30 AM,8:30 AM,8:30 AM,8:30 AM,8:30 AM,English
829,,"10:00 AM, 12:00 PM",,,,,,English
830,4:00 PM,"8:30 AM, 11:00 AM",,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
831,"4:00 PM, 7:30 AM","7:30 AM, 9:00 AM, 10:30 AM, 12:30 PM, 2:00 PM",9:00 AM,9:00 AM,10:00 AM,9:00 AM,9:00 AM,English
832,4:30 PM,"6:30 AM, 8:00 AM, 10:30 AM",,8:00 AM,7:00 PM,8:00 AM,8:00 AM,English
833,"9:00 AM, 5:00 PM","7:00 AM, 9:00 AM, 12:00 PM",12:00 PM,12:00 PM,12:00 PM,12:00 PM,12:00 PM,English
834,6:00 PM,"7:30 AM, 9:45 AM, 11:00 AM, 12:30 PM, 5:00 PM","7:30 PM, 7:30 PM, 9:30 AM, 9:30 AM",7:30 PM,9:30 AM,9:30 AM,7:30 PM,English
835,4:30 PM,"8:15 AM, 11:15 AM, 3:00 PM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
